num_dept;nom_dept;groupement;centre;adresse
40;Landes;COMPAGNIE BISCARROSSE;CS MORCENX;Avenue du 8 Mai 1945 40110 MORCENX
40;Landes;COMPAGNIE BISCARROSSE;CPI LESPERON;Route Souquet 40260 LESPERON
40;Landes;COMPAGNIE BISCARROSSE;CPI SABRES;Route de Bordeaux 40630 SABRES
40;Landes;COMPAGNIE BISCARROSSE;CPI PARENTIS EN BORN;Rue du Château d'Eau 40160 PARENTIS EN BORN
40;Landes;COMPAGNIE BISCARROSSE;CPI SANGUINET;918, avenue du Born 40460 SANGUINET
40;Landes;COMPAGNIE BISCARROSSE;CPI YCHOUX;Rue des Fontaines 40160 YCHOUX
40;Landes;COMPAGNIE BISCARROSSE;CPI YGOS;365, Route de Mimizan 40110 YGOS
40;Landes;COMPAGNIE BISCARROSSE;CPI LUXEY;90, place du Foirail 40430 LUXEY
40;Landes;COMPAGNIE BISCARROSSE;CPI PONTENX LES FORGES;24, Route Sainte Eulalie 40200 PONTENX LES FORGES
40;Landes;COMPAGNIE BISCARROSSE;CPI RION DES LANDES;715, avenue Albert Poisson 40370 RION DES LANDES
40;Landes;COMPAGNIE BISCARROSSE;CPI SORE;Chemin Poudio 40430 SORE
40;Landes;COMPAGNIE BISCARROSSE;CPI ONESSE-LAHARIE;181, route de l'Estatjaou 40110 ONESSE-LAHARIE
40;Landes;COMPAGNIE BISCARROSSE;CPI MEZOS;Lotissement Artisanal 40170 MEZOS
40;Landes;COMPAGNIE DAX;CSP AGGLOMERATION DACQUOISE;15, rue d'Aspremont 40100 DAX
40;Landes;COMPAGNIE DAX;CS POMAREZ;37, impasse de la Tour 40360 POMAREZ
40;Landes;COMPAGNIE DAX;CS SAINT PAUL LES DAX;11, rue Pasteur 40990 SAINT PAUL LES DAX
40;Landes;COMPAGNIE DAX;CPI AMOU;306, avenue de l'Océan 40330 AMOU
40;Landes;COMPAGNIE DAX;CPI HABAS;33, route de Tilh 40290 HABAS
40;Landes;COMPAGNIE DAX;CPI LALUQUE;206, impasse de la Poste 40465 LALUQUE
40;Landes;COMPAGNIE DAX;CPI MONTFORT EN CHALOSSE;23, place du Foirail 40380 MONTFORT EN CHALOSSE
40;Landes;COMPAGNIE DAX;CPI MUGRON;Zone Artisanale Laouranne 40250 MUGRON
40;Landes;COMPAGNIE DAX;CPI PEYREHORADE;33, avenue Bourgfelden 40300 PEYREHORADE
40;Landes;COMPAGNIE DAX;CPI PONTONX SUR L'ADOUR;64, rue Pignada 40465 PONTONX SUR L'ADOUR
40;Landes;COMPAGNIE DAX;CPI POUILLON;Allée du Temps libre 40350 POUILLON
40;Landes;COMPAGNIE DAX;CPI SOUPROSSE;Avenue du 19 mars 1962 40250 SOUPROSSE
40;Landes;COMPAGNIE DAX;CPI TALLER;40260 TALLER
40;Landes;COMPAGNIE DAX;CPI TARTAS;9, place de l'Hôpital 40400 TARTAS
40;Landes;COMPAGNIE CÔTE SUD;CS CAPBRETON;Route d'Angresse 40130 CAPBRETON
40;Landes;COMPAGNIE CÔTE SUD;CS LEON;120, route Laguens 40550 LEON
40;Landes;COMPAGNIE CÔTE SUD;CS SAINT VINCENT DE TYROSSE;Voie romaine 40230 SAINT VINCENT DE TYROSSE
40;Landes;COMPAGNIE CÔTE SUD;CS SOUSTONS;Rue Mancamp 40140 SOUSTONS
40;Landes;COMPAGNIE CÔTE SUD;CPI ALBRET MOÏSAN;2000, route des Lacs 40660 MESSANGES
40;Landes;COMPAGNIE CÔTE SUD;CPI CASTETS;Impasse de la Gare 40260 CASTETS
40;Landes;COMPAGNIE CÔTE SUD;CPI LINXE;Rue des Jardins 40260 LINXE
40;Landes;COMPAGNIE CÔTE SUD;CPI LIT ET MIXE;Route de Lugadets 40170 LIT ET MIXE
40;Landes;COMPAGNIE CÔTE SUD;CPI MAGESCQ;99, rue Francis Donnan 40140 MAGESCQ
40;Landes;COMPAGNIE CÔTE SUD;CPI MOLIETS ET MAA;Avenue de l'Océan 40660 MOLIETS ET MAA
40;Landes;COMPAGNIE CÔTE SUD;CPI SAINT JULIEN EN BORN;459, plaine Sable Blanc 40170 SAINT JULIEN EN BORN
40;Landes;COMPAGNIE CÔTE SUD;CPI SAINT MARTIN DE SEIGNANX;550, route Océane 40390 SAINT MARTIN DE SEIGNANX
40;Landes;COMPAGNIE CÔTE SUD;CPI TOSSE;5, rue du Marlé 40230 TOSSE
41;Loir-et-cher;GROUPEMENT NORD;CSP BLOIS;11-13, avenue Gutenberg 41000 BLOIS
41;Loir-et-cher;GROUPEMENT NORD;CSP VENDOME;1, rue du Tertre 41100 VENDOME
41;Loir-et-cher;GROUPEMENT NORD;CS BLOIS SUD;18, route de Chambord 41350 VINEUIL
41;Loir-et-cher;GROUPEMENT NORD;CS DROUE;Rue Saint Nicolas 41270 DROUE
41;Loir-et-cher;GROUPEMENT NORD;CS HERBAULT;Rue de Bailli 41190 HERBAULT
41;Loir-et-cher;GROUPEMENT NORD;CS MER;4, rue de la Résistance 41500 MER
41;Loir-et-cher;GROUPEMENT NORD;CS MONDOUBLEAU;Rue du Champs de Foire 41170 MONDOUBLEAU
41;Loir-et-cher;GROUPEMENT NORD;CS MONTOIRE;Avenue de la Paix 41800 MONTOIRE
41;Loir-et-cher;GROUPEMENT NORD;CS MOREE;rue de Saint Hilaire 41160 MOREE
41;Loir-et-cher;GROUPEMENT NORD;CS ONZAIN;Rue Gustave Marc 41150 ONZAIN
41;Loir-et-cher;GROUPEMENT NORD;CS OUCQUES;28, rue de Beaugency 41290 OUCQUES
41;Loir-et-cher;GROUPEMENT NORD;CS OUZOUER LE MARCHE;Voie Romaine 41240 OUZOUER LE MARCHE
41;Loir-et-cher;GROUPEMENT NORD;CS SAINT AMAND LONGPRE;26, rue Descartes 41310 SAINT AMAND LONGPRE
41;Loir-et-cher;GROUPEMENT NORD;CS SAVIGNY SUR BRAYE;1, rue de la Sainte Barbe 41360 SAVIGNY SUR BRAYE
41;Loir-et-cher;GROUPEMENT NORD;CS VILLE AUX CLERCS (LA);23, rue des Ecoles 41160 VILLE AUX CLERCS (LA)
41;Loir-et-cher;GROUPEMENT NORD;CS VILLEDIEU LE CHATEAU;1, place des Tilleuils 41800 VILLEDIEU LE CHATEAU
41;Loir-et-cher;GROUPEMENT SUD;CSP ROMORANTIN-LANTHENAY;Avenue de Villefranche 41200 ROMORANTIN-LANTHENAY
41;Loir-et-cher;GROUPEMENT SUD;CS BRACIEUX;52, rue de Candy 41250 BRACIEUX
41;Loir-et-cher;GROUPEMENT SUD;CS CONTRES;16, rue de la Libération 41700 CONTRES
41;Loir-et-cher;GROUPEMENT SUD;CS COUR-CHEVERNY;Boulevard Munier 41700 COUR-CHEVERNY
41;Loir-et-cher;GROUPEMENT SUD;CS LAMOTTE BEUVRON;56, rue du Baron Blanquet 41600 LAMOTTE BEUVRON
41;Loir-et-cher;GROUPEMENT SUD;CS MENNETOU SUR CHER;4, place du 11 novembre 1918 41320 MENNETOU SUR CHER
41;Loir-et-cher;GROUPEMENT SUD;CS MONTRICHARD;Rue des Bois 41400 MONTRICHARD
41;Loir-et-cher;GROUPEMENT SUD;CS MUIDES SUR LOIRE;73, rue Nationale 41500 MUIDES SUR LOIRE
41;Loir-et-cher;GROUPEMENT SUD;CS NEUNG SUR BEUVRON;6, rue Vercingétorix 41210 NEUNG SUR BEUVRON
41;Loir-et-cher;GROUPEMENT SUD;CS NOUAN LE FUZELIER;2bis, rue de la Grande Sologne 41600 NOUAN LE FUZELIER
41;Loir-et-cher;GROUPEMENT SUD;CS OUCHAMPS;Rue des Ecoles 41120 OUCHAMPS
41;Loir-et-cher;GROUPEMENT SUD;CS SAINT AIGNAN SUR CHER;32, avenue Gambetta 41110 SAINT AIGNAN SUR CHER
41;Loir-et-cher;GROUPEMENT SUD;CS SAINT LAURENT NOUAN;15, rue des Ecoles 41220 SAINT LAURENT NOUAN
41;Loir-et-cher;GROUPEMENT SUD;CS SELLES SUR CHER;29, rue Aristide Briand 41130 SELLES SUR CHER
41;Loir-et-cher;GROUPEMENT SUD;CS SALBRIS;45, rue des Cousseaux 41300 SALBRIS
42;Loire;COMPAGNIE SORNIN ;CS CHARLIEU;1 rue Dorian 42190 CHARLIEU
42;Loire;COMPAGNIE SORNIN ;CS BELMONT DE LA LOIRE;Le Bourg 42670 BELMONT DE LA LOIRE
42;Loire;COMPAGNIE SORNIN ;CS LE CERGNE;Le Bourg 42460 LE CERGNE
42;Loire;COMPAGNIE SORNIN ;CS CUINZIER;Le Bourg 42460 CUINZIER
42;Loire;COMPAGNIE SORNIN ;CS POUILLY S/S CHARLIEU;173 rue de la République 42720 POUILLY S/S CHARLIEU
42;Loire;COMPAGNIE SORNIN ;CS ST DENIS DE CABANNE;rue de l'Industrie 42750 ST DENIS DE CABANNE
42;Loire;COMPAGNIE ROANNAISE;CS CORDELLE;Le Bourg 42123 CORDELLE
42;Loire;COMPAGNIE ROANNAISE;CS MONTAGNY;Square du Champ de Foire 42840 MONTAGNY
42;Loire;COMPAGNIE ROANNAISE;CS LA PACAUDIERE;rue de Chenay Le Chatel 42310 LA PACAUDIERE
42;Loire;COMPAGNIE ROANNAISE;CS REGNY;2 route de Montagny 42630 REGNY
42;Loire;COMPAGNIE ROANNAISE;CS RENAISON;13 rue Bruchet 42370 RENAISON
42;Loire;COMPAGNIE ROANNAISE;CSP ROANNE;1 PLACE DU DR THIODET 42300 ROANNE
42;Loire;COMPAGNIE ROANNAISE;CS ST ALBAN LES EAUX;Le Bourg 42370 ST ALBAN LES EAUX
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS BALBIGNY;La Tuilerie 42510 BALBIGNY
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS BUSSIERES;Le Bourg 42510 BUSSIERES
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS CREMEAUX;Le Bourg 42260 CREMEAUX
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS NEULISE;Impasse St Charles 42590 NEULISE
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS ST CYR DE VALORGES;Le Bourg 42114 ST CYR DE VALORGES
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS ST GERMAIN LAVAL;285 rue Jean Boyer 42260 ST GERMAIN LAVAL
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS ST JUST EN CHEVALET;Rue Chalendon 42430 ST JUST EN CHEVALET
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS ST JUST LA PENDUE;Rue des Ecoles 42540 ST JUST LA PENDUE
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS ST MARTIN LA SAUVETE;Place du stade 42260 ST MARTIN LA SAUVETE
42;Loire;COMPAGNIE GORGES DE LA LOIRE;CS ST SYMPHORIEN DE LAY;Route nationale 7 42470 ST SYMPHORIEN DE LAY
42;Loire;COMPAGNIE EST FOREZ;CS FEURS;18 rue du mal  Galliéni 42110 FEURS
42;Loire;COMPAGNIE EST FOREZ;CS CHAZELLES SUR LYON;Route de Saint-Galmier 42140 CHAZELLES SUR LYON
42;Loire;COMPAGNIE EST FOREZ;CS MONTROND LES BAINS;chemin des Rotys Ravatey 42210 MONTROND LES BAINS
42;Loire;COMPAGNIE EST FOREZ;CS PANNISSIERES;rue Louis Minjard 42360 PANNISSIERES
42;Loire;COMPAGNIE EST FOREZ;CS ROZIER EN DONZY;Le Bourg 42810 ROZIER EN DONZY
42;Loire;COMPAGNIE EST FOREZ;CS ST MARTIN LESTRA;Le Bourg 42110 ST MARTIN LESTRA
42;Loire;COMPAGNIE OUEST FOREZ;CS MONTBRISON;Avenue Charles de Gaulle 42600 MONTBRISON
42;Loire;COMPAGNIE OUEST FOREZ;CS BOEN;Boulevard Allende 42130 BOEN
42;Loire;COMPAGNIE OUEST FOREZ;CS CHALMAZEL;Le Pont 42920 CHALMAZEL
42;Loire;COMPAGNIE OUEST FOREZ;CS NOIRETABLE;3 rue de la Condamine 42440 NOIRETABLE
42;Loire;COMPAGNIE OUEST FOREZ;CS SAIL SOUS COUZAN;Le Bourg 42890 SAIL SOUS COUZAN
42;Loire;COMPAGNIE OUEST FOREZ;CS ST GEORGES EN COUZAN;Le Bourg 42990 ST GEORGES EN COUZAN
42;Loire;COMPAGNIE OUEST FOREZ;CS ST JEAN SOLEYMIEUX;Le Bourg 42560 ST JEAN SOLEYMIEUX
42;Loire;COMPAGNIE OUEST FOREZ;CS ST ROMAIN LE PUY;rue du 11 novembre 42610 ST ROMAIN LE PUY
42;Loire;COMPAGNIE SUD FOREZ;CS ANDREZIEUX BOUTHEON;18 Boulevard Claudius Juquel 42160 ANDREZIEUX BOUTHEON
42;Loire;COMPAGNIE SUD FOREZ;CS PERIGNEUX;Le Bourg 42380 PERIGNEUX
42;Loire;COMPAGNIE SUD FOREZ;CS ST GALMIER;Route de Bellegarde 42330 ST GALMIER
42;Loire;COMPAGNIE SUD FOREZ;CS ST JUST ST RAMBERT;3 boulevard de la Libéraion 42170 ST JUST ST RAMBERT
42;Loire;COMPAGNIE SUD FOREZ;CS SURY LE COMTAL;rue de Chartonnes 42450 SURY LE COMTAL
42;Loire;COMPAGNIE LA METARE HAUT PILAT;CS ST ETIENNE LA METARE;22 boulevard Karl Marx 42000 ST ETIENNE LA METARE
42;Loire;COMPAGNIE LA METARE HAUT PILAT;CS JONZIEUX;Les Chauds 42660 JONZIEUX
42;Loire;COMPAGNIE LA METARE HAUT PILAT;CS MARLHES ST REGIS;Le Bourg 42660 MARLHES
42;Loire;COMPAGNIE LA METARE HAUT PILAT;CS ST GENEST MALIFAUX;Le Pêcher 42660 ST GENEST MALIFAUX
42;Loire;COMPAGNIE GIER;CS ST CHAMOND;70 boulevard Waldeck Rousseau 42400 ST CHAMOND
42;Loire;COMPAGNIE GIER;CS DOIZIEUX;Le Bourg 42740 DOIZIEUX
42;Loire;COMPAGNIE GIER;CS VALLEE DU GIER;2 bis rue Louis Pasteur 42320 VALLEE DU GIER
42;Loire;COMPAGNIE GIER;CS RIVE DE GIER;1 rue du Sardon 42800 RIVE DE GIER
42;Loire;COMPAGNIE GIER;CS ST CHRISTO EN JAREZ;Rue de Bel Air 42320 ST CHRISTO EN JAREZ
42;Loire;COMPAGNIE GIER;CS ST MARTIN LA PLAINE;1 route de Gitoux 42800 ST MARTIN LA PLAINE
42;Loire;COMPAGNIE GIER;CS LA TERRASSE SUR DORLAY;Le Bourg 42320 LA TERRASSE SUR DORLAY
42;Loire;COMPAGNIE PILAT SUD;CS BOURG ARGENTAL;Les Rivets 42220 BOURG ARGENTAL
42;Loire;COMPAGNIE PILAT SUD;CS CHAVANAY;15 Grand rue 42410 CHAVANAY
42;Loire;COMPAGNIE PILAT SUD;CS MACLAS;Rue Jean-François Choron Les Terres Grasses 42520 MACLAS
42;Loire;COMPAGNIE PILAT SUD;CS PELUSSIN;19 rue de la Maladière 42410 PELUSSIN
42;Loire;COMPAGNIE PILAT SUD;CS ST JULIEN MOLIN MOLETTE;Rue Pré-Chapelle 42220 ST JULIEN MOLIN MOLETTE
42;Loire;COMPAGNIE PILAT SUD;CS ST PIERRE DE BOEUF;Avenue du Rhône 42520 ST PIERRE DE BOEUF
42;Loire;COMPAGNIE PILAT SUD;CS ST SAUVEUR EN RUE;Le Bourg 42220 ST SAUVEUR EN RUE
42;Loire;COMPAGNIE NORD STEPHANOIS;CS ST ETIENNE LA TERRASSE;59 rue de la Tour La Terrasse 42000 ST ETIENNE LA TERRASSE
42;Loire;COMPAGNIE NORD STEPHANOIS;CS GRAMMOND;Le Bourg 42140 GRAMMOND
42;Loire;COMPAGNIE NORD STEPHANOIS;CS ST HEAND;rue de la Mairie 42570 ST HEAND
42;Loire;COMPAGNIE NORD STEPHANOIS;CS ST JEAN BONNEFONDS;2 rue de la Poste 42650 ST JEAN BONNEFONDS
42;Loire;COMPAGNIE ONDAINE HAUT FOREZ;CS FIRMINY;35 boulevard de la Corniche 42700 FIRMINY
42;Loire;COMPAGNIE ONDAINE HAUT FOREZ;CS LE CHAMBON FEUGEROLLES;1 rue Edouard Michot 42500 LE CHAMBON FEUGEROLLES
42;Loire;COMPAGNIE ONDAINE HAUT FOREZ;CS ST BONNET - ST NIZIER;3 rue François Valette 42380 ST BONNET ST NIZIER
42;Loire;COMPAGNIE ONDAINE HAUT FOREZ;CS ST MAURICE EN GOURGOIS;Le Bourg 42240 ST MAURICE EN GOURGOIS
42;Loire;COMPAGNIE ONDAINE HAUT FOREZ;CS USSON EN FOREZ;route de Saint-Pal en Chalencon 42550 USSON EN FOREZ
42;Loire;COMPAGNIE OUEST STEPHANOIS;CS ST ETIENNE SEVERINE;16 rue des Brunandières 42000 ST ETIENNE SEVERINE
42;Loire;COMPAGNIE OUEST STEPHANOIS;CS LA RICAMARIE;rue du Commandant Bousquet 42150 LA RICAMARIE
42;Loire;COMPAGNIE OUEST STEPHANOIS;CS LE BERLAND ROCHE LA MOLIERE;Le Berland Biorange 42230 LE BERLAND ROCHE LA MOLIERE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS MONISTROL/LOIRE;43120 MONISTROL
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CSP BRIOUDE;RUE RABELAIS 43100 BRIOUDE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CSP LE PUY EN VELAY;PLACE DE LA LIBERATION 43000 LE PUY EN VELAY
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CSP YSSINGEAUX;PLACE MARECHAL DE VAUX 43200 YSSINGEAUX
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS ALLEGRE;Route Châteauneuf 43270 ALLEGRE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS AUREC SUR LOIRE;Le Bourg 43110 AUREC SUR LOIRE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS BAS EN BASSET;Rue Marais 43210 BAS EN BASSET
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS BLESLE;Route Babory 43450 BLESLE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS BOURNONCLE-ARVANT;Route de Lempdes 43360
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS CAYRES;Les Douades 43510 CAYRES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS LA CHAISE DIEU;Saint-Claude 43160 LA CHAISE DIEU
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS LE CHAMBON SUR LIGNON;Lebreyre 43400 LE CHAMBON SUR LIGNON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS CRAPONNE SUR ARZON;Place du Marchédial 43500 CRAPONNE SUR ARZON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS DUNIERES;50, rue du 11 novembre 43220 DUNIERES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS FAY/LIGNON;Lacombe 43430 FAY/LIGNON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS GRAZAC-LAPTE;Mazalibrand 43200 LAPTE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS LANDOS;Le Bourg 43340 LANDOS
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS LANGEAC;Av de Lattre de Tassigny 43300 LANGEAC
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS LE MONASTIER/GAZEILLE;Avenue du Puy 43150 LE MONASTIER/GAZEILLE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS MONISTROL SUR LOIRE;Avenue de Catalogne 43120 MONISTROL SUR LOIRE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS MONTFAUCON EN VELAY;22 les Maisonnettes 43290 MONTFAUCON EN VELAY
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS PAULHAGUET;Le Breuil Sud 43230 PAULHAGUET
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS PRADELLES;Rue Dubreuil 43420 PRADELLES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS RETOURNAC;6, rue Sainte Barbe 43130 RETOURNAC
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS SAUGUES;Chemin Barrande 43170 SAUGUES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS SIAUGUES STE MARIE;Le Breuil 43300 SIAUGUES STE MARIE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS STE FLORINE;17 Chemin des Pâtres 43250 STE FLORINE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS STE SIGOLENE-ST PAL;ZI Les Pins  SAINT PAL DE MONS
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS VELAY SEMENE;Chemin des frères Boyer 43140 ST DIDIER EN VELAY
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS ST JULIEN CHAPTEUIL;Zone Artisanale 43260 ST JULIEN CHAPTEUIL
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS ST JUST MALMONT;6, rue Firminy 43240 ST JUST MALMONT
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS ST PAL EN CHALENCON;Place Neuve 43500 ST PAL EN CHALENCON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS TENCE;Route Mazel 43190 TENCE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CS VOREY/ARZON;Chemin Chaux 43800 VOREY/ARZON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS BEAUZAC;Chemin de la Dent 43590 BEAUZAC
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS de la MARGERIDE;Le Bourg 43300 PINOLS
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS LOUDES;Route du Puy 43320 LOUDES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS SAINT GEORGES - MAZEYRAT;Rue des Ecoles 43230
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS SAINT MAURICE DE LIGNON;Rue Victor Robin 43200 SAINT MAURICE DE LIGNON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS SAINT PAULIEN;Rue du Lac 43350 SAINT PAULIEN
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CIS SAINT ROMAIN LACHALM;Le Bourg 43620 SAINT ROMAIN LACHALM
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI AUZON;6 rue Caire 43390 AUZON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI BEAULIEU;Le Bourg 43800 BEAULIEU
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI BELLEVUE LA MONTAGNE;Le Bourg 43350 BELLEVUE LA MONTAGNE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI LE BRIGNON - SOLIGNAC;"Le Monteil
 43370 SOLIGNAC SUR LOIRE"
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI CHAMPAGNAC LE VIEUX;Route de la Chaise Dieu 43440 CHAMPAGNAC LE VIEUX
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI CHOMELIX;Le Bourg 43500 CHOMELIX
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI COUBON;Latour 43700 COUBON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI LAUSSONNE;Le Bourg 43150 LAUSSONNE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI LAVOUTE CHILHAC;Le Bourg 43380 LAVOUTE CHILHAC
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI LEMPDES SUR ALLAGNON;Route de Frugères 43410 LEMPDES SUR ALLAGNON
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI LE MAZET ST VOY;Le Bourg 43520 LE MAZET ST VOY
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI RIOTORD;1, rue Felletin 43220 RIOTORD
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI ROSIERES;Le Bourg 43800 ROSIERES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI SAINT ILPIZE;Arçon 43380 SAINT ILPIZE
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI SAINT JEURES;Le Calvaire 43200 SAINT JEURES
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI ST PIERRE DUCHAMP;Le Bourg 43810 ST PIERRE DUCHAMP
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI ST VINCENT;Le Bourg 43800 ST VINCENT
43;Haute loire;GROUPEMENT TERRITORIAL HAUTE LOIRE;CPI TIRANGES;Le Bourg 43130 TIRANGES
44;Loire;GROUPEMENT RIAILLE;CIS ANCENIS;474, rue René Urien 44150 ANCENIS
44;Loire;GROUPEMENT RIAILLE;CIS CHATEAUBRIANT;rue du Cdt Maurice Bachellerie 44110 CHATEAUBRIANT
44;Loire;GROUPEMENT RIAILLE;CIS DERVAL;rue du Clos Morin 44590 DERVAL
44;Loire;GROUPEMENT RIAILLE;CIS ISSE;rue de la Coutrie 44520 ISSE
44;Loire;GROUPEMENT RIAILLE;CIS JOUE-SUR-ERDRE;133, rue des Prairies 44440 JOUE-SUR-ERDRE
44;Loire;GROUPEMENT RIAILLE;CIS LIGNE;1 rue Vieillevigne 44850 LIGNE
44;Loire;GROUPEMENT RIAILLE;CIS MESANGER;route de la Sébillière 44522 MESANGER
44;Loire;GROUPEMENT RIAILLE;CIS MOISDON-LA-RIVIERE;rue du Camp 44520 MOISDON-LA-RIVIERE
44;Loire;GROUPEMENT RIAILLE;CIS RIAILLE;rue du Plessis 44440 RIAILLE
44;Loire;GROUPEMENT RIAILLE;CIS ROUGE;rue Saint Joseph 44660 ROUGE
44;Loire;GROUPEMENT RIAILLE;CIS SION-LES-MINES;6, rue de la Poste 44590 SION-LES-MINES
44;Loire;GROUPEMENT RIAILLE;CIS SAINT-JULIEN-DE-VOUVANTES;14, rue des Ecoubières 44670 SAINT-JULIEN-DE-VOUVANTES
44;Loire;GROUPEMENT RIAILLE;CIS SAINT-MARS-LA-JAILLE;place Nationale 44540 SAINT-MARS-LA-JAILLE
44;Loire;GROUPEMENT RIAILLE;CIS SAINT-VINCENT-DES-LANDES;4, rue Magdeleine 44590 SAINT-VINCENT-DES-LANDES
44;Loire;GROUPEMENT RIAILLE;CIS VARADES;rue Pierre de Coubertin 44370 VARADES
44;Loire;GROUPEMENT NANTES;CIS AIGREFEUILLE;ZI du Haut Coin 44140 AIGREFEUILLE
44;Loire;GROUPEMENT NANTES;CIS BOUAYE;3 bis, rue des Epinettes 44830 BOUAYE
44;Loire;GROUPEMENT NANTES;CIS BOUGUENAIS;19, rue Eugène Pottier 44340 BOUGUENAIS
44;Loire;GROUPEMENT NANTES;CIS BOUSSAY;5, rue Cathelineau 44190 BOUSSAY
44;Loire;GROUPEMENT NANTES;CIS BRAINS;rue de Bel Air 44830 BRAINS
44;Loire;GROUPEMENT NANTES;CIS CARQUEFOU;boulevard de l'Epinay 44470 CARQUEFOU
44;Loire;GROUPEMENT NANTES;CIS CHATEAU-THEBAUD;5, rue du Grand Clos 44690 CHATEAU-THEBAUD
