num_dept;nom_dept;groupement;centre;adresse
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CSP ARLES;6 Rue Lucien Guintoli 13200 ARLES
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS CHATEAURENARD;52 Avenue de la  Libération 13160 CHATEAURENARD
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS SAINT-REMY DE PROVENCE;Place du Général De Gaulle 13210 SAINT-REMY DE PROVENCE
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS TARASCON;Avenue Auguste Chabaud 13150 TARASCON
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS SAINTES-MARIES-DE-LA-MER;Quartier de la Terre brûlée 13460 SAINTES-MARIES-DE-LA-MER
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS NOVES/CABANNES;Route de St-Andiol 13550 NOVES/CABANNES
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS SAINT-MARTIN-DE-CRAU;Avenue Nostradamus 13310 SAINT-MARTIN-DE-CRAU
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS EYRAGUES;Chemin Notre Dame 13630 EYRAGUES
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS GRAVESON;81 Ancien Chemin d'Arles 13690 GRAVESON
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS ALPILLES-DURANCE;Chemin de Poupaille 13940 MOLLEGES
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS SAINT ETIENNE DU GRES;Place du Marché 13150 SAINT ETIENNE DU GRES
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS MONTAGNETTE;Z.A.C. Le Colombier 13150  BOULBON
13;Bouches du rhone;GROUPEMENT TERRITORIAL NORD;CS VALLEE DES BAUX;Lotissement De Roquerousse 13520 VALLEE DES BAUX
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS CHATEAUNEUF-LES-MARTIGUES;Rue Patafloux 13220 CHATEAUNEUF-LES-MARTIGUES
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS COTE BLEUE EST;400 Chemin du stade 13820 ENSUES-LA-REDONNE
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS FOS-SUR-MER;1050, chemin des Crottes 13270 FOS-SUR-MER
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS GOLFE DE FOS-SUR-MER;Centre de Vie de la Fossette Bâtiment E 13270 GOLFE DE FOS-SUR-MER
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS LES PENNES-MIRABEAU;254 avenue François Mitterrand 13170 LES PENNES-MIRABEAU
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS MARIGNANE;12 rue du Stade 13700 MARIGNANE
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CSP MARTIGUES;Avenue Julien Olive 13500 MARTIGUES
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS VITROLLES;Avenue François Dumouriez du Perrier 13127 VITROLLES
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS PORT-DE-BOUC;44 Rue de la République 13530 PORT-DE-BOUC
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS SAINT-MITRE-LES-REMPARTS;Rue Bellefond 13920 SAINT-MITRE-LES-REMPARTS
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS SAUSSET LES PINS;7 Avenue des 3 Communes 13960 SAUSSET LES PINS
13;Bouches du rhone;GROUPEMENT TERRITORIAL OUEST;CS PORT SAINT LOUIS;32 Avenue Max Dormoy 13230 PORT SAINT LOUIS
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS AUBAGNE;51, avenue Gabriel Peri 13400 AUBAGNE
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS LA CIOTAT/CEYRESTE;Avenue Emile Bodin 13600 LA CIOTAT/CEYRESTE
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS ALLAUCH;Avenue Jean Moulin 13190 ALLAUCH
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS CARNOUX-EN-PROVENCE;Rue de la République 13470 CARNOUX-EN-PROVENCE
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS CASSIS;Avenue des Carriers 13260 CASSIS
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS CUGES-LES-PINS;Quartier La Feutrère 13780 CUGES-LES-PINS
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS GEMENOS;345 Avenue de la Roque Forcape 13420 GEMENOS
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS LA BOUILLADISSE;Quartier du Magout 13720 LA BOUILLADISSE
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS ROQUEFORT-LA-BEDOULE;Avenue Romain Rolland 13830 ROQUEFORT-LA-BEDOULE
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS AURIOL;ZAC Pujols 13390 AURIOL
13;Bouches du rhone;GROUPEMENT TERRITORIAL SUD;CS ROQUEVAIRE;Route Nationale 96 13360 ROQUEVAIRE
13;Bouches du rhone;GROUPEMENT EST;CSP AIX-EN-PROVENCE;40 Allée des Dolia 13090 AIX-EN-PROVENCE
13;Bouches du rhone;GROUPEMENT EST;CS GARDANNE;Quartier Fontvenelle 13120 GARDANNE
13;Bouches du rhone;GROUPEMENT EST;CS TRETS;Chemin des Vertus 13530 TRETS
13;Bouches du rhone;GROUPEMENT EST;CS LUYNES;590 route de Marseille 13080 LUYNES
13;Bouches du rhone;GROUPEMENT EST;CS VAUVENARGUES;Avenue des Moralistes 13126 VAUVENARGUES
13;Bouches du rhone;GROUPEMENT EST;CS FUVEAU;Avenue du Maréchal Leclerc 13710 FUVEAU
13;Bouches du rhone;GROUPEMENT EST;CS MEYRARGUES;Route Nationale 96 13650 MEYRARGUES
13;Bouches du rhone;GROUPEMENT EST;CS MIMET;84 Quartier les Reygalets 13105 MIMET
13;Bouches du rhone;GROUPEMENT EST;CS CONCORS;Montée des Pins 13860 PEYROLLES
13;Bouches du rhone;GROUPEMENT EST;CS CS SAINTE VICTOIRE;Hotel de Ville 13100 SAINT MARC JAUMEGARDE
13;Bouches du rhone;GROUPEMENT EST;CS SAINT PAUL LEZ DURANCE;La  Gamette 13115 SAINT PAUL LEZ DURANCE
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CSP SALON-DE-PROVENCE;Place Morgan 13300 SALON-DE-PROVENCE
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS ISTRES;Le Castellan 13800 ISTRES
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS MIRAMAS;Avenue du 08 Mai 1945 13140 MIRAMAS
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS BERRE-L'ETANG;Avenue Joliot Curie 13130 BERRE-L'ETANG
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS BASSE-VALLEE-DE-L'ARC;Route de Velaux 13111 BASSE-VALLEE-DE-L'ARC
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS LAMBESC;Avenue du 08 Mai 1945 13410 LAMBESC
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS ROGNAC;142 Boulevard Clément Ader 13340 ROGNAC
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS SENAS;Quartier du Moulin 13560 SENAS
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS EYGUIERES;ZA Les Paluds 13430 EYGUIERES
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS LAMANON;Quartier des Guérites 13113 LAMANON
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS MALLEMORT;Avenue des Fréres Roqueplan 13370 MALLEMORT
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS PELISSANNE;Chemin de la Provenque 13330 PELISSANNE
13;Bouches du rhone;GROUPEMENT TERRITORIAL CENTRE;CS LA ROQUE/CHARLEVAL;ZA Le Grand Pont 13640 LA ROQUE/CHARLEVAL
14;Calvados;COMPAGNIE DE CAEN;CASERNE CTA/CODIS;21 boulevard Maréchal Juin 14000 CAEN
14;Calvados;COMPAGNIE DE CAEN;CSP CAEN COUVRECHEF;21 boulevard Maréchal Juin 14000 CAEN
14;Calvados;COMPAGNIE DE CAEN;CSP IFS;18 rue Alfred Nobel 14123 IFS
14;Calvados;COMPAGNIE DE CAEN;CIS BRETTEVILLE SUR LAIZE;LA MOISSONNIERE BRETTEVILLE SUR LAIZE
14;Calvados;COMPAGNIE DE CAEN;CIS CAEN CANADA;rue de l'Académie 14000 CAEN CANADA
14;Calvados;COMPAGNIE DE CAEN;CIS OUISTREHAM;route de colleville 14150 OUISTREHAM
14;Calvados;COMPAGNIE DE CAEN;CIS COURSEULLES SUR MER;Quai Est 14470 COURSEULLES SUR MER
14;Calvados;COMPAGNIE DE CAEN;CIS VILLY BOCAGE;rue des Sauts Cabris 14310 VILLY BOCAGE
14;Calvados;COMPAGNIE DE CAEN;CIS ARGENCES;19 rue du Vérignier 14370 ARGENCES
14;Calvados;COMPAGNIE DE CAEN;CIS TROARN;90 route de Rouen 14670 TROARN
14;Calvados;COMPAGNIE DE CAEN;CIS d'AMFREVILLE;Place du Commandant KIEFFER 14860 d'AMFREVILLE
14;Calvados;COMPAGNIE de FALAISE;CIS FALAISE;Lieu dit la hogues St Martin de Mieux 14700 FALAISE
14;Calvados;COMPAGNIE de FALAISE;CIS POTIGNY;Place de la 1ère DB Polonaise 14420 POTIGNY
14;Calvados;COMPAGNIE de FALAISE;CIS CONDE SUR NOIREAU;Rue Saint Gilles 14110 CONDE SUR NOIREAU
14;Calvados;COMPAGNIE de FALAISE;CIS CLECY;Rue du Puits de la Vie 14570 CLECY
14;Calvados;COMPAGNIE de FALAISE;CIS PONT D'OUILLY;Grande Rue 14690 PONT D'OUILLY
14;Calvados;COMPAGNIE de FALAISE;CIS SAINT REMY SUR ORNE;Rue des Ecoles 14570 SAINT REMY SUR ORNE
14;Calvados;COMPAGNIE de FALAISE;CIS THURY HARCOURT;11 route de Caen 14220 THURY HARCOURT
14;Calvados;COMPAGNIE BAYEUX;CSP BAYEUX;70 bis rue Saint Patrice 14400 BAYEUX
14;Calvados;COMPAGNIE BAYEUX;CIS CREULLY;17 rue d'Arromanches 14480 CREULLY
14;Calvados;COMPAGNIE BAYEUX;CIS CAUMONT L'EVENTE;place de l'Ancienne Gare 14240 CAUMONT L'EVENTE
14;Calvados;COMPAGNIE BAYEUX;CIS BALLEROY;105 rue du Sapin 14490 BALLEROY
14;Calvados;COMPAGNIE BAYEUX;CIS LE MOLAY LITTRY;Place du Docteur René Verney 14330 LE MOLAY LITTRY
14;Calvados;COMPAGNIE BAYEUX;CIS TREVIERES;Rue Pierrot 14710 TREVIERES
14;Calvados;COMPAGNIE BAYEUX;CIS ISIGNY SUR MER;Place de Verdun 14230 ISIGNY SUR MER
14;Calvados;COMPAGNIE BAYEUX;CIS GRANDCAMP MAISY;Rue du Moulin Odo 14450 GRANDCAMP MAISY
14;Calvados;COMPAGNIE DE VIRE;CIS VIRE;rue lavoisier 14500 VIRE
14;Calvados;COMPAGNIE DE VIRE;CIS VASSY;Place du Canal 14410 VASSY
14;Calvados;COMPAGNIE DE VIRE;CIS ST SEVER;Rue Margerie 14380 ST SEVER
14;Calvados;COMPAGNIE DE VIRE;CIS LANDELLES ET COUPIGNY;Le Bourg 14380 LANDELLES ET COUPIGNY
14;Calvados;COMPAGNIE DE VIRE;CIS LE BENY BOCAGE;Rue de la 2ème DB Britannique 14350 LE BENY BOCAGE
14;Calvados;COMPAGNIE DE VIRE;CIS AUNAY SUR ODON;Rue de la Prairie 14260 AUNAY SUR ODON
14;Calvados;COMPAGNIE DE VIRE;CIS LE TOURNEUR;Le Bourg 14350 LE TOURNEUR
14;Calvados;COMPAGNIE DE VIRE;CIS SAINT MARTIN DES BESACES;Route de Villedieu 14350 SAINT MARTIN DES BESACES
14;Calvados;COMPAGNIE DE LISIEUX;CSP LISIEUX;21 A rue du Général Leclerc 14100 LISIEUX
14;Calvados;COMPAGNIE DE LISIEUX;CIS ORBEC;6 chemin de St Martin de Bienfaite 14190 ORBEC
14;Calvados;COMPAGNIE DE LISIEUX;CIS CAMBREMER;Rue du Comice 14340 CAMBREMER
14;Calvados;COMPAGNIE DE LISIEUX;CIS MOYAUX;Route de Fumichon 14590 MOYAUX
14;Calvados;COMPAGNIE DE LISIEUX;CIS SAINT PIERRE SUR DIVES;Rue du Bief 14170 SAINT PIERRE SUR DIVES
14;Calvados;COMPAGNIE DE LISIEUX;CIS LIVAROT;Boulevard Gustave Timmerman 14140 LIVAROT
14;Calvados;COMPAGNIE DE LISIEUX;CIS MEZIDON CANON;53 rue Jules Guesde 14270 MEZIDON CANON
14;Calvados;COMPAGNIE DE TOUQUES;CIS TOUQUES;Chemin du Roy 14800 TOUQUES
14;Calvados;COMPAGNIE DE TOUQUES;CIS HONFLEUR;La fosserie 14600 HONFLEUR
14;Calvados;COMPAGNIE DE TOUQUES;CIS PONT L'EVEQUE;Place du Maréchal Foch 14130 PONT L'EVEQUE
14;Calvados;COMPAGNIE DE TOUQUES;CIS BLANGY LE CHATEAU;Le Bourg 14130 BLANGY LE CHATEAU
14;Calvados;COMPAGNIE DE TOUQUES;CIS BONNEVILLE LA LOUVET;Le Bourg 14130 BONNEVILLE LA LOUVET
14;Calvados;COMPAGNIE DE TOUQUES;CIS VILLERS SUR MER;Chemin du Chateau 14640 VILLERS SUR MER
14;Calvados;COMPAGNIE DE TOUQUES;CIS PERIERS EN AUGE;Avenue de l'Hippodrome 14390 PERIERS EN AUGE
14;Calvados;COMPAGNIE DE TOUQUES;CIS DOZULE;Avenue Georges Landry 14430 DOZULE
14;Calvados;COMPAGNIE DE TOUQUES;CIS HOULGATE;Chemin de Trousseauville 14510 HOULGATE
15;Cantal;GROUPEMENT TERRITORIAL ;CSP AURILLAC;Rond point henri TRICOT 15000 AURILLAC
15;Cantal;COMPAGNIE AURILLAC;CS LAROQUEBROU;Rue du 11 juin 1944 15150 LAROQUEBROU
15;Cantal;COMPAGNIE AURILLAC;CS MAURS;5 rue Figeagaise 15600 MAURS
15;Cantal;COMPAGNIE AURILLAC;CS MONTSALVY;Route de Pons 15120 MONTSALVY
15;Cantal;COMPAGNIE AURILLAC;CS SAINT CERNIN;Le bourg 15310 SAINT CERNIN
15;Cantal;COMPAGNIE AURILLAC;CS SAINT MAMET;Le bourg 15220 SAINT MAMET
15;Cantal;COMPAGNIE AURILLAC;CS VIC SUR CERE;Rue du 14 juillet 15800 VIC SUR CERE
15;Cantal;COMPAGNIE AURILLAC;CPI Polminhac;15800 Polminhac
15;Cantal;COMPAGNIE AURILLAC;CPI Thièzac;15800 Thièzac
15;Cantal;COMPAGNIE SAINT - FLOUR;CSP SAINT- FLOUR;26 avenue de Besserette 15 100  SAINT- FLOUR
15;Cantal;COMPAGNIE SAINT - FLOUR;CS ALLANCHE;26 rue Saint Eloy 15160 ALLANCHE
15;Cantal;COMPAGNIE SAINT - FLOUR;CS CHAUDES AIGUES;33 rue Saint Julien 15110 CHAUDES AIGUES
15;Cantal;COMPAGNIE SAINT - FLOUR;CS CONDAT;Le bourg 15190 CONDAT
15;Cantal;COMPAGNIE SAINT - FLOUR;CS LA CHAPELLE LAURENT;Le bourg 15500 LA CHAPELLE LAURENT
15;Cantal;COMPAGNIE SAINT - FLOUR;CS MASSIAC;3 place Dr Moret 15500 MASSIAC
15;Cantal;COMPAGNIE SAINT - FLOUR;CS MURAT;Chemin croix jolie 15300 MURAT
15;Cantal;COMPAGNIE SAINT - FLOUR;CS PIERREFORT;Rue de Salzet 15230 PIERREFORT
15;Cantal;COMPAGNIE SAINT - FLOUR;CS RUYNES EN MARGERIDE;Côte du chateau 15320 RUYNES EN MARGERIDE
15;Cantal;COMPAGNIE SAINT - FLOUR;CS NEUSSARGUES;1 place administrative 15170 NEUSSARGUES
15;Cantal;COMPAGNIE SAINT - FLOUR;CPI La Pinatelle;La Pinatelle 15160 Allanche
15;Cantal;COMPAGNIE SAINT - FLOUR;CPI Neuveglise;15260 Neuveglise
15;Cantal;COMPAGNIE SAINT - FLOUR;CPI Marcenat;15190 Marcenat
15;Cantal;COMPAGNIE SAINT - FLOUR;CPI Saint Urcize;15110 Saint Urcize
15;Cantal;COMPAGNIE SAINT - FLOUR;CPI Paulhac;15430 Paulhac
15;Cantal;COMPAGNIE MAURIAC;CSP MAURIAC;Avenue du Commandant Gabon 15200 MAURIAC
15;Cantal;COMPAGNIE MAURIAC;CS CHAMPS SUR TARENTAINE;26 route de Sarrans 15270 CHAMPS SUR TARENTAINE
15;Cantal;COMPAGNIE MAURIAC;CS PLEAUX;En Toussy 15700 PLEAUX
15;Cantal;COMPAGNIE MAURIAC;CS RIOM ES MONTAGNES;7 rue Large 15400 RIOM ES MONTAGNES
15;Cantal;COMPAGNIE MAURIAC;CS TRIZAC;Le bourg 15400 TRIZAC
15;Cantal;COMPAGNIE MAURIAC;CS SAINT MARTIN VALMEROUX;Le bourg 15140 SAINT MARTIN VALMEROUX
15;Cantal;COMPAGNIE MAURIAC;CS YDES;7 rue Arsène Vermenouze 15210 YDES
15;Cantal;COMPAGNIE MAURIAC;CPI Ally;15700 Ally
15;Cantal;COMPAGNIE MAURIAC;CPI Salers;15140 Salers
15;Cantal;COMPAGNIE MAURIAC;CPI Le Claux;15400 Le Claux
15;Cantal;COMPAGNIE MAURIAC;CPI Saint Etienne de Chomeil;15400 Saint Etienne de Chomeil
15;Cantal;COMPAGNIE MAURIAC;CPI Le Falgoux;15380 Le Falgoux
15;Cantal;COMPAGNIE MAURIAC;CPI Anglards de Salers;15380 Anglard de Salers
16;Charente;COMPAGNIE CONFOLENS;CIS BRIGUEUIL;Route de saulgond 16420 BRIGUEUIL
16;Charente;COMPAGNIE CONFOLENS;CIS CHABANAIS;8 rue alsace Lorraine 16150 CHABANAIS
16;Charente;COMPAGNIE CONFOLENS;CIS ROUMAZIERES LOUBERT;6 bis rue des paleines 16270 ROUMAZIERES LOUBERT
16;Charente;COMPAGNIE CONFOLENS;CIS SAINT CLAUD;le farnaud 16450 SAINT CLAUD
16;Charente;COMPAGNIE CONFOLENS;CIS CHASSENEUIL;Rue des écoles 16260 CHASSENEUIL
16;Charente;COMPAGNIE RUFFEC;CIS CHAMPAGNE MOUTON;4 Rue de la source 16350 CHAMPAGNE MOUTON
16;Charente;COMPAGNIE RUFFEC;CIS AIGRE;15 avenue du 8 mai 1945 16140 AIGRE
16;Charente;COMPAGNIE RUFFEC;CIS MANSLE;Avenue Paul MAIRAT 16230 MANSLE
16;Charente;COMPAGNIE RUFFEC;CIS VILLEFAGNAN;rue de la gare 16240 VILLEFAGNAN
16;Charente;COMPAGNIE LA COURONNE;CIS BAIGNES;rue bourbonnerie 16360 BAIGNES
16;Charente;COMPAGNIE LA COURONNE;CIS BARBEZIEUX;3 chemin noir 16300 BARBEZIEUX
16;Charente;COMPAGNIE LA COURONNE;CIS BLANZAC;Chemin colombiers 16250 BLANZAC
16;Charente;COMPAGNIE LA COURONNE;CIS CHALAIS;Le fagnard 16210 CHALAIS
16;Charente;COMPAGNIE LA COURONNE;CIS MONTMOREAU;3 rue du champ de foire 16190 MONTMOREAU
16;Charente;COMPAGNIE LA COURONNE;CIS SAINT SEVERIN;La bourdillère 16390 SAINT SEVERIN
16;Charente;COMPAGNIE COGNAC;CIS CHATEAUNEUF SUR CHARENTE;Route d'Angoulême 16120 CHATEAUNEUF SUR CHARENTE
16;Charente;COMPAGNIE COGNAC;CIS JARNAC;10 bis rue de Dogliani 16200 JARNAC
16;Charente;COMPAGNIE COGNAC;CIS ROUILLAC;Place Armand Simard 16170 ROUILLAC
16;Charente;COMPAGNIE COGNAC;CIS SEGONZAC;23 RUE RAVAZ 16130 SEGONZAC
16;Charente;COMPAGNIE ANGOULEME;CIS LA ROCHEFOUCAULD;2 avenue de Verdun 16110 LA ROCHEFOUCAULD
16;Charente;COMPAGNIE ANGOULEME;CIS MONTBRON;Chez briquet 16220 MONTBRON
16;Charente;COMPAGNIE ANGOULEME;CIS VILLEBOIS LAVALETTE;27 avenue maison blanche 16320 VILLEBOIS LAVALETTE
17;Charente-maritime;GROUPEMENT NORD;CSP LA ROCHELLE-MIREUIL;Avenue du Général Mangin 17000 LA ROCHELLE MIREUIL
17;Charente-maritime;GROUPEMENT NORD;CSR LA ROCHELLE VILLENEUVE;Rue du pont des salines 17000 LA ROCHELLE VILLENEUVE
17;Charente-maritime;GROUPEMENT NORD;CS AIGREFEUILLE;Route de St Christophe 17290 AIGREFEUILLE
17;Charente-maritime;GROUPEMENT NORD;CS ARS EN RÉ;11 Route de la Prée 17590 ARS EN RÉ
17;Charente-maritime;GROUPEMENT NORD;CS CHÂTELAILLON PLAGE;Avenue du Maréchal Foch 17340 CHÂTELAILLON PLAGE
17;Charente-maritime;GROUPEMENT NORD;CS COURÇON D'AUNIS;Place du 114ème régiment d'infanterie 17170 COURÇON D'AUNIS
17;Charente-maritime;GROUPEMENT NORD;CS MARANS;Avenue de la Gare 17230 MARANS
17;Charente-maritime;GROUPEMENT NORD;CS SAINT MARTIN DE RÉ;Rue des Salières 17410 SAINT MARTIN DE RÉ
17;Charente-maritime;GROUPEMENT NORD;CS SAINTE MARIE DE RÉ;4 rue de la Barbinière 17740 SAINTE MARIE DE RÉ
17;Charente-maritime;GROUPEMENT NORD;CS SURGÈRES;47 rue Jean Jaurés 17700 SURGÈRES
17;Charente-maritime;GROUPEMENT NORD;CPI LA FLOTTE EN RÉ;7, rue Caillotière 17630 LA FLOTTE EN RÉ
17;Charente-maritime;GROUPEMENT NORD;CPI THAIRÉ D'AUNIS;8 rue Eugène Chaussat 17290 THAIRÉ D'AUNIS
17;Charente-maritime;GROUPEMENT NORD;CPI ARDILLIÈRES;Rue du Grand Prée 17290 ARDILLIÈRES
17;Charente-maritime;GROUPEMENT NORD;CPI BOURGNEUF-STE SOULLE;Route de Loiré 17220 STE SOULLE
17;Charente-maritime;GROUPEMENT NORD;CPI CRAM-CHABAN/LA LAIGNE/LA GRÈVE sur MIGNON;Rue Basse 17170 CRAM-CHABAN
17;Charente-maritime;GROUPEMENT NORD;CPI SAINT SAUVEUR D'AUNIS/LE GUÉ D'ALLÉRÉ/FERRIÈRE;Allée de La Poste 17450 SAINT SAUVEUR D'AUNIS
17;Charente-maritime;GROUPEMENT NORD;CPI ANAIS-BOUHET;Rue du Bief 17540 BOUHET
17;Charente-maritime;GROUPEMENT NORD;CPI LA RONDE;17170 LA RONDE
17;Charente-maritime;GROUPEMENT NORD;CPI LE BOIS PLAGE EN RÉ;Avenue du Pas des Bœufs 17580 LE BOIS PLAGE EN RÉ
17;Charente-maritime;GROUPEMENT NORD;CPI ST-GERMAIN DE MARENCENNES;10, rue des Trois Ponts 17700 ST-GERMAIN DE MARENCENNES
17;Charente-maritime;GROUPEMENT NORD;CPI ST JEAN DE LIVERSAY TAUGON;3 route de Marans 17170 SAINT JEAN DE LIVERSAY
17;Charente-maritime;GROUPEMENT NORD;CPI LES PORTES EN RÉ;Rue Villeneuve 17880 LES PORTES EN RÉ
17;Charente-maritime;GROUPEMENT NORD;CPI ANGLIERS;1, rue Saint Gilles 17540 ANGLIERS
17;Charente-maritime;GROUPEMENT CENTRE;CSP SAINTES;1 rue de l'Echalas 17100 SAINTES
17;Charente-maritime;GROUPEMENT CENTRE;CSP ROCHEFORT;1 avenue de la liberation 17300 ROCHEFORT SUR MER
17;Charente-maritime;GROUPEMENT CENTRE;CSR  SAINT JEAN D'ANGELY;10 rue du colonel Renoux 17400 SAINT JEAN D'ANGELY
17;Charente-maritime;GROUPEMENT CENTRE;CSR SAINT PIERRE D'OLÉRON;7, Rue Dubois Aubry 17310 SAINT PIERRE D'OLÉRON
17;Charente-maritime;GROUPEMENT CENTRE;CS AULNAY;31 Rue des Carmes 17470 AULNAY
17;Charente-maritime;GROUPEMENT CENTRE;CS CHÂTEAU D'OLÉRON;2, Boulevard des Écoles 17480 CHÂTEAU D'OLÉRON
17;Charente-maritime;GROUPEMENT CENTRE;CS GÉMOZAC;30 rue Carnot 17260 GÉMOZAC
17;Charente-maritime;GROUPEMENT CENTRE;CS LOULAY;13, Rue de la Jarrie 17330 LOULAY
17;Charente-maritime;GROUPEMENT CENTRE;CS MARENNES;2, rue des Droits de l'Homme 17320 MARENNES
17;Charente-maritime;GROUPEMENT CENTRE;CS MATHA;Place Château d' Eau 17160 MATHA
17;Charente-maritime;GROUPEMENT CENTRE;CS MIGRON/BURIE;18 avenue de la République 17770 MIGRON
17;Charente-maritime;GROUPEMENT CENTRE;CS NÉRÉ;18, Rue de la Dordouille 17510 NÉRÉ
17;Charente-maritime;GROUPEMENT CENTRE;CS PONS;Rue du Champ de Foire 17800 PONS
17;Charente-maritime;GROUPEMENT CENTRE;CS  PONT L'ABBE D'ARNOULT;49 avenue du Maréchal Leclerc 17250 PONTL''ABBE D'ARNOULT
17;Charente-maritime;GROUPEMENT CENTRE;CS SAINT DENIS D'OLÉRON;6 Route de la Brée 17650 SAINT DENIS D'OLÉRON
17;Charente-maritime;GROUPEMENT CENTRE;CS SAINT-PORCHAIRE;21 Impasse École 17250 SAINT-PORCHAIRE
17;Charente-maritime;GROUPEMENT CENTRE;CS SAINT-SAVINIEN;Les Varennes 17350 SAINT-SAVINIEN
17;Charente-maritime;GROUPEMENT CENTRE;CS SAINT TROJAN LES BAINS;26, Boulevard de la Plage 17370 SAINT TROJAN LES BAINS
17;Charente-maritime;GROUPEMENT CENTRE;CS TONNAY-BOUTONNE;2 Avenue de la Garenne 17380 TONNAY-BOUTONNE
17;Charente-maritime;GROUPEMENT CENTRE;CPI AIX (ILE D');Rue Marengo 17123 AIX (ILE D')
17;Charente-maritime;GROUPEMENT CENTRE;CPI BOURCEFRANC;Rue Aristide Briand 17560 BOURCEFRANC
17;Charente-maritime;GROUPEMENT CENTRE;CPI TONNAY-CHARENTE;Champ de Foire 17430 TONNAY-CHARENTE
17;Charente-maritime;GROUPEMENT CENTRE;CPI BORDS;13, rue de l'Hopiteau 17430 BORDS
17;Charente-maritime;GROUPEMENT CENTRE;CPI BRIZAMBOURG;1 Rue du Puit Chevalier 17770 BRIZAMBOURG
17;Charente-maritime;GROUPEMENT CENTRE;CPI BEAUVAIS SUR MATHA;9 rue marronniers 17490 BEAUVAIS SUR MATHA
17;Charente-maritime;GROUPEMENT CENTRE;CPI PÉRIGNAC;Z.I Agrières 17800 PÉRIGNAC
17;Charente-maritime;GROUPEMENT CENTRE;CPI ST HILAIRE DE VILLEFRANCHE;7 rue Champ de Foire 17770 ST HILAIRE DE VILLEFRANCHE
17;Charente-maritime;GROUPEMENT SUD;CSP ROYAN;90 avenue Daniel Hedde 17200 ROYAN
17;Charente-maritime;GROUPEMENT SUD;CSR  JONZAC;6-8 Bld René Gautret 17500 JONZAC
17;Charente-maritime;GROUPEMENT SUD;CS ARCHIAC;8 Route de Cognac 17520 ARCHIAC
17;Charente-maritime;GROUPEMENT SUD;CS COZES;Impasse du Centre de Secours 17210 COZES
17;Charente-maritime;GROUPEMENT SUD;CS MESCHERS SUR GIRONDE;Boulevard du Marais 17132 MESCHERS SUR GIRONDE
17;Charente-maritime;GROUPEMENT SUD;CS MIRAMBEAU;1, Rue du Parc des Loisirs 17150 MIRAMBEAU
17;Charente-maritime;GROUPEMENT SUD;CS MONTENDRE;25, Boulevard de Saintonge 17130 MONTENDRE
